latitude,longitude
51.519440,-0.211301
51.501571,-0.160706
51.486534,-0.170962
51.495658,-0.173622
51.503587,-0.192037
51.509795,-0.192224
51.508488,-0.200778
51.499987,-0.162931
51.484284,-0.159385
51.494377,-0.195427
51.490919,-0.181158
51.493195,-0.194609
51.481658,-0.181239
51.506961,-0.212654
51.523070,-0.213465
51.490919,-0.181158
51.516572,-0.206080
51.482079,-0.173589
51.482494,-0.171412
51.504784,-0.193863
51.484920,-0.182837
51.506097,-0.209086
51.485961,-0.180347
51.522282,-0.203117
51.481062,-0.183423
51.489140,-0.194049
51.481404,-0.182257
51.494693,-0.186771
51.493914,-0.177149
51.486417,-0.180761
51.480374,-0.185466
51.499810,-0.163082
51.495501,-0.175069
51.484044,-0.184312
51.517539,-0.210510
51.488481,-0.157488
51.497381,-0.203664
51.505179,-0.213733
51.496515,-0.205859
51.495658,-0.173622
51.485669,-0.173157
51.480199,-0.185761
51.489917,-0.157286
51.486624,-0.170958
51.501656,-0.160415
51.485617,-0.181369
51.508229,-0.201508
51.484361,-0.175802
51.508060,-0.202236
51.483253,-0.185496
51.511448,-0.217955
51.497048,-0.159015
51.517674,-0.201713
51.496577,-0.169119
51.496515,-0.205859
51.513915,-0.196961
51.521988,-0.201543
51.489769,-0.182356
51.509210,-0.195129
51.501337,-0.180311
51.504933,-0.215327
51.512443,-0.206531
51.501093,-0.193577
51.489943,-0.187823
51.487628,-0.195117
51.491267,-0.197855
51.498150,-0.166175
51.509374,-0.194114
51.495773,-0.169440
51.494121,-0.202208
51.498244,-0.201325
51.494624,-0.165020
51.501656,-0.160415
51.493161,-0.186543
51.501656,-0.160415
51.485237,-0.174327
51.495204,-0.179115
51.480896,-0.184293
51.497738,-0.197599
51.515007,-0.221419
51.487635,-0.178120
51.501910,-0.159396
51.520023,-0.214161
51.517796,-0.215545
51.481049,-0.176798
51.490863,-0.177559
51.490788,-0.184333
51.494552,-0.195132
51.526237,-0.214783
51.481665,-0.181671
51.506709,-0.213817
51.519703,-0.222678
51.483778,-0.184611
51.495206,-0.179259
51.484832,-0.182985
51.489362,-0.156300
51.502000,-0.159392
51.499011,-0.198558
51.498237,-0.166027
51.517899,-0.210496
51.501275,-0.193714
51.482076,-0.173445
51.516886,-0.208951
51.492786,-0.156738
51.480177,-0.178561
51.514170,-0.207760
51.499443,-0.197388
51.480105,-0.179716
51.519569,-0.207980
51.491923,-0.159078
51.492269,-0.158199
51.482260,-0.173725
51.489131,-0.181806
51.491834,-0.164844
51.501964,-0.185906
51.495026,-0.185029
51.501343,-0.192270
51.522210,-0.204273
51.504146,-0.210891
51.487226,-0.169206
51.486882,-0.170228
51.519494,-0.203083
51.482991,-0.174416
51.516749,-0.200020
51.508537,-0.215763
51.498588,-0.165437
51.486216,-0.150665
51.484543,-0.175939
51.496100,-0.196367
51.487399,-0.168767
51.494995,-0.183013
51.479117,-0.179756
51.517796,-0.215545
51.494521,-0.158397
51.522167,-0.213212
51.519347,-0.199341
51.504931,-0.215183
51.496972,-0.159883
51.502723,-0.211956
51.488579,-0.192631
51.501934,-0.213283
51.486493,-0.179894
51.518070,-0.209913
51.503769,-0.192174
51.518442,-0.210763
51.490988,-0.197289
51.501113,-0.160148
51.480285,-0.185470
51.505345,-0.212862
51.496352,-0.183535
51.492135,-0.178373
51.480199,-0.185761
51.525779,-0.208313
51.498589,-0.206210
51.486213,-0.173423
51.504578,-0.192142
51.492129,-0.201278
51.509210,-0.195129
51.484284,-0.159385
51.490124,-0.164768
51.495202,-0.178971
51.491573,-0.159668
51.508558,-0.199478
51.482487,-0.182502
51.496671,-0.204269
51.517353,-0.210085
51.526154,-0.215218
51.490988,-0.197289
51.480105,-0.179716
51.517252,-0.203459
51.496406,-0.169702
51.492308,-0.166409
51.489010,-0.191461
51.502669,-0.214263
51.500295,-0.211907
51.485669,-0.173157
51.518471,-0.218546
51.499113,-0.164551
51.493493,-0.190564
51.498423,-0.183741
51.492096,-0.158639
51.493829,-0.177441
51.495411,-0.175073
51.507719,-0.203402
51.493524,-0.175148
51.496415,-0.205143
51.509019,-0.194416
51.515900,-0.209133
51.510054,-0.197401
51.494633,-0.194552
51.480602,-0.182721
51.502159,-0.186906
51.504931,-0.215183
51.493266,-0.199216
51.493040,-0.178769
51.518348,-0.216388
51.491574,-0.188623
51.522078,-0.201539
51.493923,-0.195157
51.493937,-0.201927
51.501578,-0.161138
51.490988,-0.197289
51.501910,-0.159396
51.506443,-0.208207
51.498334,-0.201322
51.488576,-0.192487
51.493350,-0.175587
51.523059,-0.206834
51.502276,-0.188631
51.494087,-0.182473
51.484282,-0.159242
51.480109,-0.185765
51.508562,-0.199766
51.501792,-0.169054
51.508624,-0.203799
51.484179,-0.175665
51.490443,-0.173687
51.498501,-0.200451
51.494469,-0.195567
51.519665,-0.226139
51.497008,-0.179475
51.484363,-0.175946
51.510076,-0.216423
51.502224,-0.191082
51.495280,-0.178247
51.492712,-0.157749
51.527785,-0.216020
51.491850,-0.171614
51.501513,-0.191687
51.493227,-0.161906
51.521980,-0.212787
51.501344,-0.180743
51.501949,-0.190805
51.501335,-0.180167
51.501656,-0.160415
51.482326,-0.172139
51.515168,-0.220116
51.512443,-0.206531
51.510090,-0.188033
51.487635,-0.178120
51.515759,-0.188240
51.484271,-0.175806
51.491609,-0.179258
51.484480,-0.183431
51.497286,-0.156989
51.506693,-0.206901
51.486577,-0.173697
51.497244,-0.194737
51.494672,-0.202907
51.480806,-0.184297
51.518804,-0.210893
51.497982,-0.207675
51.501349,-0.181031
51.507450,-0.215229
51.496752,-0.168824
51.505849,-0.210536
51.517243,-0.214702
51.493667,-0.184362
51.523887,-0.214010
51.480460,-0.185175
51.480199,-0.185761
51.519306,-0.220243
51.482079,-0.173589
51.498920,-0.157931
51.499637,-0.163522
51.508488,-0.200778
51.508472,-0.199770
51.522177,-0.208022
51.500077,-0.162928
51.492624,-0.157897
51.490630,-0.162587
51.514170,-0.207760
51.517655,-0.224055
51.485997,-0.165366
51.525339,-0.214818
51.487655,-0.167892
51.492657,-0.200537
51.514489,-0.199244
51.492183,-0.187302
51.526064,-0.215222
51.506106,-0.209662
51.488922,-0.191609
51.498469,-0.210105
51.501934,-0.213283
51.489243,-0.160194
51.496893,-0.160606
51.516717,-0.209678
51.484179,-0.175665
51.509624,-0.204480
51.485408,-0.173744
51.502280,-0.188919
51.526246,-0.215359
51.492839,-0.200674
51.480716,-0.184301
51.479502,-0.187229
51.500924,-0.182633
51.506634,-0.214829
51.494663,-0.190661
51.514399,-0.199248
51.482079,-0.173589
51.484926,-0.154462
51.481492,-0.182109
51.481912,-0.180220
51.486193,-0.189556
51.513129,-0.204342
51.515845,-0.217351
51.499549,-0.163669
51.486302,-0.184943
51.490094,-0.157135
51.517593,-0.105144
51.513746,-0.100836
51.512576,-0.078690
51.513546,-0.105168
51.509766,-0.088320
51.506169,-0.088326
51.517948,-0.088265
51.504261,-0.076158
51.516551,-0.085297
51.513464,-0.089030
51.512362,-0.104209
51.517239,-0.088872
51.511885,-0.080449
51.512436,-0.108817
51.514125,-0.107594
51.512085,-0.092690
51.514076,-0.104570
51.509996,-0.074907
51.519197,-0.087636
51.511783,-0.085209
51.514118,-0.107162
51.510636,-0.086554
51.513208,-0.095382
51.516930,-0.080957
51.513186,-0.077511
51.509419,-0.078102
51.516112,-0.096990
51.511910,-0.104083
51.509381,-0.086751
51.509081,-0.073937
51.513617,-0.076340
51.511552,-0.082048
51.512824,-0.088336
51.510279,-0.086713
51.512406,-0.095848
51.513589,-0.091186
51.516512,-0.105045
51.514338,-0.076454
51.511816,-0.103799
51.518169,-0.079752
51.514416,-0.081207
51.510918,-0.087263
51.509641,-0.075211
51.518171,-0.079896
51.515811,-0.084031
51.511961,-0.085057
51.511635,-0.081612
51.517405,-0.082523
51.514581,-0.085812
51.511249,-0.085519
51.518259,-0.079748
51.517370,-0.080362
51.514303,-0.074294
51.511191,-0.093016
51.517149,-0.088875
51.511516,-0.090841
51.515157,-0.104669
51.510836,-0.093319
51.514079,-0.104714
51.515958,-0.082007
51.513866,-0.102705
51.510550,-0.092322
51.511111,-0.104693
51.516176,-0.106500
51.513179,-0.099130
51.513030,-0.084436
51.516343,-0.083576
51.521516,-0.097486
51.511551,-0.087524
51.511044,-0.072990
51.510194,-0.087005
51.512993,-0.104326
51.517284,-0.080654
51.515878,-0.104783
51.513200,-0.089329
51.519803,-0.097269
51.513280,-0.088749
51.518171,-0.079896
51.509860,-0.088604
51.510846,-0.093895
51.511910,-0.104083
51.510814,-0.108596
51.513790,-0.092475
51.512282,-0.088214
51.510984,-0.102392
51.512452,-0.104205
51.517429,-0.106160
51.508750,-0.081157
51.513106,-0.078091
51.517236,-0.088728
51.517017,-0.080809
51.518319,-0.105547
51.512765,-0.101309
51.510889,-0.102108
51.513980,-0.109762
51.512060,-0.102203
51.517727,-0.080203
51.512578,-0.078834
51.517107,-0.080805
51.519615,-0.091223
51.511583,-0.083920
51.510989,-0.108301
51.515834,-0.102046
51.516577,-0.081404
51.513335,-0.081108
51.514076,-0.104570
51.514054,-0.086555
51.513323,-0.080388
51.511928,-0.099615
51.510286,-0.087145
51.517727,-0.096779
51.515247,-0.093567
51.513205,-0.084140
51.516350,-0.084008
51.516432,-0.111246
51.513204,-0.089617
51.513046,-0.090921
51.514129,-0.085687
51.519940,-0.100146
51.512351,-0.086914
51.510536,-0.091458
51.514192,-0.095053
51.509327,-0.077962
51.511896,-0.092122
51.517326,-0.088724
51.509466,-0.086459
51.514375,-0.089712
51.513287,-0.089181
51.511720,-0.081320
51.518398,-0.088247
51.511131,-0.072842
51.514127,-0.085543
51.514675,-0.091573
51.514068,-0.109614
51.513612,-0.076052
51.518169,-0.079752
51.513184,-0.077367
51.513748,-0.100980
51.517683,-0.105141
51.510114,-0.082108
51.515527,-0.099753
51.513296,-0.089757
51.517020,-0.080953
51.515071,-0.082765
51.513866,-0.102705
51.514123,-0.107450
51.517453,-0.107601
51.517149,-0.088875
51.509674,-0.088179
51.514132,-0.108026
51.513174,-0.098842
51.513303,-0.090189
51.519855,-0.083861
51.514072,-0.104282
51.513652,-0.100552
51.517526,-0.106589
51.510953,-0.111617
51.517685,-0.105285
51.511797,-0.091549
51.514044,-0.102553
51.513192,-0.088897
51.510639,-0.086698
51.508185,-0.074119
51.517557,-0.097362
51.509352,-0.085022
51.513209,-0.089905
51.517408,-0.093765
51.510744,-0.093179
51.521210,-0.078759
51.520774,-0.090598
51.515628,-0.089371
51.512955,-0.096401
51.513268,-0.088029
51.515248,-0.082613
51.510550,-0.092322
51.518883,-0.079434
51.512872,-0.096837
51.517725,-0.107733
51.519061,-0.079282
51.510652,-0.093038
51.507602,-0.087978
51.515203,-0.079877
51.509940,-0.104597
51.517683,-0.105141
51.509909,-0.075055
51.517530,-0.084679
51.517549,-0.080354
51.512554,-0.088347
51.508673,-0.087501
51.510899,-0.108305
51.517635,-0.096639
51.516345,-0.089197
51.519020,-0.087788
51.515203,-0.079877
51.517625,-0.107161
51.511310,-0.089264
51.517020,-0.080953
51.511876,-0.096446
51.517628,-0.107305
51.519110,-0.087784
51.514144,-0.108747
51.513734,-0.111214
51.512348,-0.086770
51.517732,-0.097067
51.519020,-0.087788
51.508454,-0.074108
51.513089,-0.099134
51.516258,-0.083868
51.517218,-0.098674
51.515047,-0.097899
51.519900,-0.097697
51.523334,-0.098707
51.518091,-0.097052
51.513589,-0.091186
51.511187,-0.087251
51.513732,-0.111070
51.512554,-0.088347
51.510301,-0.082533
51.514023,-0.073729
51.517313,-0.082382
51.513829,-0.089303
51.520404,-0.078937
51.511310,-0.089264
51.517635,-0.107737
51.509017,-0.081001
51.511351,-0.075283
51.516574,-0.103313
51.512078,-0.103356
51.514364,-0.083515
51.513377,-0.083701
51.511476,-0.082916
51.511551,-0.104098
51.517374,-0.080650
51.516288,-0.102316
51.510641,-0.086842
51.517414,-0.083099
51.510641,-0.086842
51.518181,-0.097048
51.511005,-0.087115
51.509047,-0.082874
51.513659,-0.100984
51.509858,-0.088460
51.510019,-0.081824
51.517316,-0.093625
51.518441,-0.085362
51.516350,-0.084008
51.518723,-0.097170
51.509171,-0.073933
51.519793,-0.085593
51.514074,-0.104426
51.517412,-0.082955
51.516479,-0.103029
51.517595,-0.105288
51.513462,-0.088886
51.517644,-0.097215
51.512000,-0.104079
51.511730,-0.104091
51.509144,-0.083302
51.517983,-0.107002
51.513647,-0.089166
51.510988,-0.102680
51.510102,-0.086865
51.514721,-0.077879
51.520035,-0.100430
51.510717,-0.085974
51.514101,-0.083959
51.513802,-0.093195
51.504351,-0.076154
51.510652,-0.093038
51.514734,-0.089697
51.514344,-0.104414
51.514074,-0.104426
51.517540,-0.107453
51.508544,-0.074104
51.511995,-0.092694
51.516717,-0.106622
51.515721,-0.100610
51.514072,-0.104282
51.516223,-0.081707
51.520404,-0.078937
51.517683,-0.105141
51.511783,-0.085209
51.511283,-0.104253
51.519287,-0.087633
51.513765,-0.101988
51.518168,-0.112904
51.514074,-0.104426
51.514147,-0.092316
51.514074,-0.104426
51.513263,-0.104315
51.511389,-0.077587
51.515247,-0.104665
51.512498,-0.079414
51.516045,-0.081859
51.513101,-0.077803
51.511558,-0.104530
51.512088,-0.092834
51.508371,-0.080020
51.514107,-0.106442
51.517545,-0.107741
51.513390,-0.073467
51.517595,-0.105288
51.514051,-0.086411
51.513654,-0.100696
51.509867,-0.089036
51.509450,-0.079974
51.514293,-0.095769
51.513714,-0.093343
51.513299,-0.084425
51.512678,-0.095980
51.506261,-0.088466
51.509518,-0.078675
51.512067,-0.102635
51.511705,-0.091409
51.516479,-0.103029
51.512577,-0.095264
51.511694,-0.085213
51.512182,-0.104216
51.509518,-0.078675
51.510654,-0.093182
51.509208,-0.087190
51.515808,-0.089364
51.516040,-0.081571
51.517149,-0.088875
51.516165,-0.089205
51.513532,-0.076632
51.513713,-0.087722
51.513490,-0.090614
51.512088,-0.092834
51.509870,-0.089180
51.515271,-0.089531
51.515721,-0.100610
51.520409,-0.079225
51.512969,-0.097265
51.515951,-0.081575
51.517729,-0.108021
51.513896,-0.076905
51.509350,-0.084878
51.511965,-0.101919
51.516939,-0.087010
51.514102,-0.106154
51.559032,-0.149155
51.521364,-0.201856
51.521790,-0.159747
51.547342,-0.195351
51.514536,-0.133232
51.512375,-0.116170
51.494535,-0.125261
51.527088,-0.130844
51.546391,-0.134524
51.527775,-0.145810
51.527159,-0.118443
51.542632,-0.198998
51.516482,-0.142521
51.544773,-0.134591
51.519058,-0.169083
51.510459,-0.182830
51.497491,-0.135802
51.512948,-0.140791
51.507077,-0.127917
51.523971,-0.144090
51.506973,-0.132677
51.525412,-0.138554
51.526237,-0.133907
51.549930,-0.182411
51.505683,-0.130712
51.515007,-0.163047
51.505650,-0.151320
51.543542,-0.136372
51.543722,-0.136364
51.535166,-0.135560
51.545900,-0.148967
51.540702,-0.144419
51.499727,-0.163518
51.497865,-0.148033
51.551962,-0.174253
51.514178,-0.161784
51.494742,-0.126982
51.521954,-0.170264
51.509072,-0.134608
51.543367,-0.136667
51.539475,-0.135096
51.516247,-0.161845
51.514663,-0.129912
51.532246,-0.196092
51.542084,-0.198443
51.515330,-0.154963
51.510077,-0.187169
51.498566,-0.152615
51.505903,-0.144537
51.539424,-0.143173
51.469703,-0.175811
51.513633,-0.155752
51.549439,-0.139592
51.502795,-0.152732
51.492466,-0.147819
51.525502,-0.138550
51.515157,-0.155403
51.513640,-0.156184
51.522025,-0.157576
51.496659,-0.151395
51.534248,-0.174385
51.494717,-0.125398
51.518839,-0.121092
51.488927,-0.140184
51.511522,-0.119088
51.518044,-0.121990
51.520001,-0.109513
51.513200,-0.134007
51.539219,-0.141595
51.541231,-0.138052
51.562585,-0.140643
51.517792,-0.134396
51.516085,-0.123224
51.531991,-0.202879
51.513423,-0.176803
51.554069,-0.165225
51.550193,-0.164659
51.551849,-0.167045
51.516288,-0.130278
51.507453,-0.128910
51.526403,-0.138657
51.518137,-0.167678
51.507124,-0.142181
51.530444,-0.184197
51.514825,-0.162911
51.514751,-0.118522
51.527458,-0.183018
51.510132,-0.139033
51.520304,-0.156780
51.519035,-0.144724
51.510169,-0.187309
51.496169,-0.143203
51.509951,-0.133275
51.494537,-0.125405
51.521922,-0.185545
51.511223,-0.128468
51.538604,-0.142486
51.524240,-0.201743
51.515652,-0.164030
51.515562,-0.181330
51.531266,-0.185029
51.539701,-0.195509
51.542548,-0.147373
51.562753,-0.180024
51.496131,-0.135137
51.545985,-0.148675
51.532515,-0.127162
51.530869,-0.176827
51.552353,-0.141926
51.535255,-0.175498
51.496609,-0.125609
51.520067,-0.170339
51.518099,-0.114204
51.520617,-0.165272
51.526285,-0.206131
51.553975,-0.164940
51.508123,-0.131477
51.501959,-0.151037
51.549111,-0.153020
51.549192,-0.141045
51.530733,-0.122621
51.502219,-0.150450
51.527634,-0.131255
51.500130,-0.126473
51.514200,-0.134687
51.541537,-0.174670
51.510870,-0.157305
51.519311,-0.156532
51.526305,-0.207428
51.515571,-0.119209
51.514650,-0.146055
51.556704,-0.178535
51.509400,-0.126957
51.511252,-0.113478
51.506536,-0.122175
51.494620,-0.124970
51.519753,-0.122064
51.534932,-0.189497
51.528261,-0.125462
51.505555,-0.145271
51.516665,-0.165575
51.517809,-0.169709
51.524145,-0.201458
51.532940,-0.136949
51.502797,-0.152876
51.505104,-0.150909
51.521093,-0.144063
51.521553,-0.127756
51.517661,-0.120564
51.500094,-0.141171
51.550196,-0.164803
51.537807,-0.177703
51.510827,-0.120557
51.523686,-0.137471
51.502162,-0.158233
51.512745,-0.139358
51.529436,-0.120224
51.508398,-0.131754
51.502148,-0.157369
51.506459,-0.134283
51.548206,-0.141229
51.496067,-0.125487
51.496949,-0.135680
51.513985,-0.172457
51.491646,-0.141514
51.506206,-0.129682
51.513465,-0.122467
51.513261,-0.177962
51.518894,-0.124550
51.499551,-0.129666
51.555628,-0.178722
51.527125,-0.214027
51.538873,-0.142475
51.521955,-0.107990
51.527492,-0.144956
51.487832,-0.127841
51.520939,-0.106303
51.536255,-0.176179
51.517706,-0.140309
51.499727,-0.163518
51.495902,-0.143358
51.510416,-0.185858
51.520601,-0.181561
51.498177,-0.150757
51.543530,-0.169831
51.530507,-0.176697
51.521983,-0.109719
51.492299,-0.137310
51.506338,-0.143654
51.523504,-0.137334
51.511539,-0.142722
51.525767,-0.178328
51.531091,-0.179557
51.510055,-0.145521
51.516939,-0.165852
51.511131,-0.179777
51.513756,-0.140758
51.520527,-0.108626
51.548735,-0.146256
51.529913,-0.116311
51.516397,-0.154199
51.524081,-0.145383
51.522485,-0.107392
51.541631,-0.174955
51.529007,-0.138407
51.492738,-0.125335
51.488589,-0.135877
51.506014,-0.151593
51.494618,-0.124826
51.500177,-0.140735
51.525077,-0.145775
51.556747,-0.146796
51.487096,-0.138098
51.524108,-0.158501
51.513036,-0.129402
51.520706,-0.108619
51.514894,-0.144459
51.524758,-0.177071
51.513199,-0.191368
51.502284,-0.148862
51.536042,-0.191472
51.488136,-0.129989
51.506833,-0.146516
51.534472,-0.188795
51.524053,-0.126644
51.520433,-0.147838
51.515234,-0.148914
51.519979,-0.170487
51.515851,-0.142403
51.497304,-0.152378
51.519380,-0.132457
51.541237,-0.184344
51.511833,-0.138531
51.519330,-0.169216
